video_id,source_video_id,binary_label,clip_role,processed_path,split_in_distribution
picek_pos_JvLt2kMm3Qs_00,JvLt2kMm3Qs,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/JvLt2kMm3Qs_00.mp4,test
picek_neg_JvLt2kMm3Qs_00,JvLt2kMm3Qs,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/JvLt2kMm3Qs_00.mp4,test
picek_pos_KOeH4VgqYR4_00,KOeH4VgqYR4,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/KOeH4VgqYR4_00.mp4,test
picek_neg_KOeH4VgqYR4_00,KOeH4VgqYR4,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/KOeH4VgqYR4_00.mp4,test
picek_pos_LsXzcdBISgw_00,LsXzcdBISgw,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/LsXzcdBISgw_00.mp4,test
picek_neg_LsXzcdBISgw_00,LsXzcdBISgw,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/LsXzcdBISgw_00.mp4,test
picek_pos_LtBosyZywWw_00,LtBosyZywWw,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/LtBosyZywWw_00.mp4,test
picek_neg_LtBosyZywWw_00,LtBosyZywWw,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/LtBosyZywWw_00.mp4,test
picek_pos_MruMFUBosJU_00,MruMFUBosJU,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/MruMFUBosJU_00.mp4,test
picek_neg_MruMFUBosJU_00,MruMFUBosJU,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/MruMFUBosJU_00.mp4,test
picek_pos_NJvjYUBWAc0_00,NJvjYUBWAc0,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/NJvjYUBWAc0_00.mp4,test
picek_neg_NJvjYUBWAc0_00,NJvjYUBWAc0,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/NJvjYUBWAc0_00.mp4,test
picek_pos_NaRgSBNtbFY_00,NaRgSBNtbFY,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/NaRgSBNtbFY_00.mp4,test
picek_neg_NaRgSBNtbFY_00,NaRgSBNtbFY,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/NaRgSBNtbFY_00.mp4,test
picek_pos_NfK10cGdiFw_00,NfK10cGdiFw,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/NfK10cGdiFw_00.mp4,test
picek_neg_NfK10cGdiFw_00,NfK10cGdiFw,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/NfK10cGdiFw_00.mp4,test
picek_pos_NjK1CBPb0tY_00,NjK1CBPb0tY,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/NjK1CBPb0tY_00.mp4,test
picek_neg_NjK1CBPb0tY_00,NjK1CBPb0tY,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/NjK1CBPb0tY_00.mp4,test
picek_pos_Nn10f6awuTk_00,Nn10f6awuTk,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/Nn10f6awuTk_00.mp4,test
picek_neg_Nn10f6awuTk_00,Nn10f6awuTk,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/Nn10f6awuTk_00.mp4,test
picek_pos_OdgIl355A80_00,OdgIl355A80,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/OdgIl355A80_00.mp4,test
picek_neg_OdgIl355A80_00,OdgIl355A80,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/OdgIl355A80_00.mp4,test
picek_pos_PAuYsJns-Fc_00,PAuYsJns-Fc,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/PAuYsJns-Fc_00.mp4,test
picek_neg_PAuYsJns-Fc_00,PAuYsJns-Fc,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/PAuYsJns-Fc_00.mp4,test
picek_pos_PVYTq0m-OR0_00,PVYTq0m-OR0,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/PVYTq0m-OR0_00.mp4,test
picek_neg_PVYTq0m-OR0_00,PVYTq0m-OR0,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/PVYTq0m-OR0_00.mp4,test
picek_pos_Pjuu3TEEonY_00,Pjuu3TEEonY,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/Pjuu3TEEonY_00.mp4,test
picek_neg_Pjuu3TEEonY_00,Pjuu3TEEonY,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/Pjuu3TEEonY_00.mp4,test
picek_pos_PyYCjM8tvSY_00,PyYCjM8tvSY,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/PyYCjM8tvSY_00.mp4,test
picek_neg_PyYCjM8tvSY_00,PyYCjM8tvSY,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/PyYCjM8tvSY_00.mp4,test
picek_pos_QB42gU5X634_00,QB42gU5X634,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/QB42gU5X634_00.mp4,test
picek_neg_QB42gU5X634_00,QB42gU5X634,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/QB42gU5X634_00.mp4,test
picek_pos_QfHs3610Fw4_00,QfHs3610Fw4,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/QfHs3610Fw4_00.mp4,test
picek_neg_QfHs3610Fw4_00,QfHs3610Fw4,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/QfHs3610Fw4_00.mp4,test
picek_pos_QyRcmm87rJ8_00,QyRcmm87rJ8,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/QyRcmm87rJ8_00.mp4,test
picek_neg_QyRcmm87rJ8_00,QyRcmm87rJ8,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/QyRcmm87rJ8_00.mp4,test
picek_pos_R29vBQmDFq4_00,R29vBQmDFq4,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/R29vBQmDFq4_00.mp4,test
picek_neg_R29vBQmDFq4_00,R29vBQmDFq4,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/R29vBQmDFq4_00.mp4,test
picek_pos_R9r3my7Q7po_00,R9r3my7Q7po,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/R9r3my7Q7po_00.mp4,test
picek_neg_R9r3my7Q7po_00,R9r3my7Q7po,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/R9r3my7Q7po_00.mp4,test
picek_pos_RBxSM1800xg_00,RBxSM1800xg,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/RBxSM1800xg_00.mp4,test
picek_neg_RBxSM1800xg_00,RBxSM1800xg,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/RBxSM1800xg_00.mp4,test
picek_pos_RmsH7RavMYM_00,RmsH7RavMYM,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/RmsH7RavMYM_00.mp4,test
picek_neg_RmsH7RavMYM_00,RmsH7RavMYM,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/RmsH7RavMYM_00.mp4,test
picek_pos_Rsl5cRsKZQ8_00,Rsl5cRsKZQ8,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/Rsl5cRsKZQ8_00.mp4,test
picek_neg_Rsl5cRsKZQ8_00,Rsl5cRsKZQ8,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/Rsl5cRsKZQ8_00.mp4,test
picek_pos_S166sr07mgA_00,S166sr07mgA,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/S166sr07mgA_00.mp4,test
picek_neg_S166sr07mgA_00,S166sr07mgA,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/S166sr07mgA_00.mp4,test
picek_pos_SDYTt7CqbTE_00,SDYTt7CqbTE,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/SDYTt7CqbTE_00.mp4,test
picek_neg_SDYTt7CqbTE_00,SDYTt7CqbTE,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/SDYTt7CqbTE_00.mp4,test
picek_pos_SH93O7eHV08_00,SH93O7eHV08,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/SH93O7eHV08_00.mp4,test
picek_neg_SH93O7eHV08_00,SH93O7eHV08,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/SH93O7eHV08_00.mp4,test
picek_pos_SPC9zwYFzdI_00,SPC9zwYFzdI,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/SPC9zwYFzdI_00.mp4,test
picek_neg_SPC9zwYFzdI_00,SPC9zwYFzdI,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/SPC9zwYFzdI_00.mp4,test
picek_pos_SUK79gpopL0_00,SUK79gpopL0,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/SUK79gpopL0_00.mp4,test
picek_neg_SUK79gpopL0_00,SUK79gpopL0,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/SUK79gpopL0_00.mp4,test
picek_pos_SYBMrPb8-3Y_00,SYBMrPb8-3Y,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/SYBMrPb8-3Y_00.mp4,test
picek_neg_SYBMrPb8-3Y_00,SYBMrPb8-3Y,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/SYBMrPb8-3Y_00.mp4,test
picek_pos_SZA0u7rLVL4_00,SZA0u7rLVL4,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/SZA0u7rLVL4_00.mp4,test
picek_neg_SZA0u7rLVL4_00,SZA0u7rLVL4,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/SZA0u7rLVL4_00.mp4,test
picek_pos_T5396f4sJ5w_00,T5396f4sJ5w,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/T5396f4sJ5w_00.mp4,test
picek_neg_T5396f4sJ5w_00,T5396f4sJ5w,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/T5396f4sJ5w_00.mp4,test
picek_pos_THjJUsS8MXk_00,THjJUsS8MXk,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/THjJUsS8MXk_00.mp4,test
picek_neg_THjJUsS8MXk_00,THjJUsS8MXk,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/THjJUsS8MXk_00.mp4,test
picek_pos_TLjDFutg8mI_00,TLjDFutg8mI,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/TLjDFutg8mI_00.mp4,test
picek_neg_TLjDFutg8mI_00,TLjDFutg8mI,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/TLjDFutg8mI_00.mp4,test
picek_pos_TahWBItdUvQ_00,TahWBItdUvQ,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/TahWBItdUvQ_00.mp4,test
picek_neg_TahWBItdUvQ_00,TahWBItdUvQ,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/TahWBItdUvQ_00.mp4,test
picek_pos_Tbl7dpfeXl8_00,Tbl7dpfeXl8,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/Tbl7dpfeXl8_00.mp4,test
picek_neg_Tbl7dpfeXl8_00,Tbl7dpfeXl8,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/Tbl7dpfeXl8_00.mp4,test
picek_pos_Th2EbZpLkrk_00,Th2EbZpLkrk,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/Th2EbZpLkrk_00.mp4,test
picek_neg_Th2EbZpLkrk_00,Th2EbZpLkrk,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/Th2EbZpLkrk_00.mp4,test
picek_pos_TilBcBFe1gc_00,TilBcBFe1gc,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/TilBcBFe1gc_00.mp4,test
picek_neg_TilBcBFe1gc_00,TilBcBFe1gc,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/TilBcBFe1gc_00.mp4,test
picek_pos_TizK5BENdVg_00,TizK5BENdVg,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/TizK5BENdVg_00.mp4,test
picek_neg_TizK5BENdVg_00,TizK5BENdVg,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/TizK5BENdVg_00.mp4,test
picek_pos_TvdgqAnb3QM_00,TvdgqAnb3QM,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/TvdgqAnb3QM_00.mp4,test
picek_neg_TvdgqAnb3QM_00,TvdgqAnb3QM,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/TvdgqAnb3QM_00.mp4,test
picek_pos_UUZr6xfWXPg_00,UUZr6xfWXPg,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/UUZr6xfWXPg_00.mp4,test
picek_neg_UUZr6xfWXPg_00,UUZr6xfWXPg,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/UUZr6xfWXPg_00.mp4,test
picek_pos_UntkxMpwFSY_00,UntkxMpwFSY,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/UntkxMpwFSY_00.mp4,test
picek_neg_UntkxMpwFSY_00,UntkxMpwFSY,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/UntkxMpwFSY_00.mp4,test
picek_pos_V9uox3MIVrA_00,V9uox3MIVrA,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/V9uox3MIVrA_00.mp4,test
picek_neg_V9uox3MIVrA_00,V9uox3MIVrA,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/V9uox3MIVrA_00.mp4,test
picek_pos_VSNqivMhWnM_00,VSNqivMhWnM,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/VSNqivMhWnM_00.mp4,test
picek_neg_VSNqivMhWnM_00,VSNqivMhWnM,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/VSNqivMhWnM_00.mp4,test
picek_pos_Vtp5G_Z5BZQ_00,Vtp5G_Z5BZQ,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/Vtp5G_Z5BZQ_00.mp4,test
picek_neg_Vtp5G_Z5BZQ_00,Vtp5G_Z5BZQ,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/Vtp5G_Z5BZQ_00.mp4,test
picek_pos_W1YnYuUFxwg_00,W1YnYuUFxwg,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/W1YnYuUFxwg_00.mp4,test
picek_neg_W1YnYuUFxwg_00,W1YnYuUFxwg,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/W1YnYuUFxwg_00.mp4,test
picek_pos_WA6hL9bRnNs_00,WA6hL9bRnNs,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/WA6hL9bRnNs_00.mp4,test
picek_neg_WA6hL9bRnNs_00,WA6hL9bRnNs,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/WA6hL9bRnNs_00.mp4,test
picek_pos_Wuq6RfJ-yPY_00,Wuq6RfJ-yPY,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/Wuq6RfJ-yPY_00.mp4,test
picek_neg_Wuq6RfJ-yPY_00,Wuq6RfJ-yPY,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/Wuq6RfJ-yPY_00.mp4,test
picek_pos_X0SCL-_zJ3o_00,X0SCL-_zJ3o,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/X0SCL-_zJ3o_00.mp4,test
picek_neg_X0SCL-_zJ3o_00,X0SCL-_zJ3o,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/X0SCL-_zJ3o_00.mp4,test
picek_pos_X59Tadp1bjg_00,X59Tadp1bjg,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/X59Tadp1bjg_00.mp4,test
picek_neg_X59Tadp1bjg_00,X59Tadp1bjg,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/X59Tadp1bjg_00.mp4,test
picek_pos_XPErIB4xgYg_00,XPErIB4xgYg,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/XPErIB4xgYg_00.mp4,test
picek_neg_XPErIB4xgYg_00,XPErIB4xgYg,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/XPErIB4xgYg_00.mp4,test
picek_pos_XdFylnj-1B4_00,XdFylnj-1B4,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/XdFylnj-1B4_00.mp4,test
picek_neg_XdFylnj-1B4_00,XdFylnj-1B4,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/XdFylnj-1B4_00.mp4,test
picek_pos_YYgdkr0Qiw0_00,YYgdkr0Qiw0,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/YYgdkr0Qiw0_00.mp4,test
picek_neg_YYgdkr0Qiw0_00,YYgdkr0Qiw0,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/YYgdkr0Qiw0_00.mp4,test
picek_pos_YkEtYW_U1IY_00,YkEtYW_U1IY,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/YkEtYW_U1IY_00.mp4,test
picek_neg_YkEtYW_U1IY_00,YkEtYW_U1IY,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/YkEtYW_U1IY_00.mp4,test
picek_pos_YrKYYuQHW9M_00,YrKYYuQHW9M,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/YrKYYuQHW9M_00.mp4,test
picek_neg_YrKYYuQHW9M_00,YrKYYuQHW9M,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/YrKYYuQHW9M_00.mp4,test
picek_pos_Z3VF85Ibvc8_00,Z3VF85Ibvc8,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/Z3VF85Ibvc8_00.mp4,test
picek_neg_Z3VF85Ibvc8_00,Z3VF85Ibvc8,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/Z3VF85Ibvc8_00.mp4,test
picek_pos_ZTLYOhzf8Jw_00,ZTLYOhzf8Jw,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/ZTLYOhzf8Jw_00.mp4,test
picek_neg_ZTLYOhzf8Jw_00,ZTLYOhzf8Jw,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/ZTLYOhzf8Jw_00.mp4,test
picek_pos_ZVFTg3X2Acc_00,ZVFTg3X2Acc,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/ZVFTg3X2Acc_00.mp4,test
picek_neg_ZVFTg3X2Acc_00,ZVFTg3X2Acc,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/ZVFTg3X2Acc_00.mp4,test
picek_pos_Zq0TjWFlXQI_00,Zq0TjWFlXQI,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/Zq0TjWFlXQI_00.mp4,test
picek_neg_Zq0TjWFlXQI_00,Zq0TjWFlXQI,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/Zq0TjWFlXQI_00.mp4,test
picek_pos__SK-OKBNWj0_00,_SK-OKBNWj0,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/_SK-OKBNWj0_00.mp4,test
picek_neg__SK-OKBNWj0_00,_SK-OKBNWj0,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/_SK-OKBNWj0_00.mp4,test
picek_pos__lcVYPMK8RY_00,_lcVYPMK8RY,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/_lcVYPMK8RY_00.mp4,test
picek_neg__lcVYPMK8RY_00,_lcVYPMK8RY,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/_lcVYPMK8RY_00.mp4,test
picek_pos_a5_Q39h5LM4_00,a5_Q39h5LM4,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/a5_Q39h5LM4_00.mp4,test
picek_neg_a5_Q39h5LM4_00,a5_Q39h5LM4,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/a5_Q39h5LM4_00.mp4,test
picek_pos_aF2Hbp8C23A_00,aF2Hbp8C23A,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/aF2Hbp8C23A_00.mp4,test
picek_neg_aF2Hbp8C23A_00,aF2Hbp8C23A,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/aF2Hbp8C23A_00.mp4,test
picek_pos_aw8RbjIaKKA_00,aw8RbjIaKKA,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/aw8RbjIaKKA_00.mp4,test
picek_neg_aw8RbjIaKKA_00,aw8RbjIaKKA,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/aw8RbjIaKKA_00.mp4,test
picek_pos_bXaAw1730zE_0_00,bXaAw1730zE,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/bXaAw1730zE_0_00.mp4,test
picek_neg_bXaAw1730zE_0_00,bXaAw1730zE,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/bXaAw1730zE_0_00.mp4,test
picek_pos_be0m9oxCN98_00,be0m9oxCN98,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/be0m9oxCN98_00.mp4,test
picek_neg_be0m9oxCN98_00,be0m9oxCN98,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/be0m9oxCN98_00.mp4,test
picek_pos_begSCBJgT4o_00,begSCBJgT4o,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/begSCBJgT4o_00.mp4,test
picek_neg_begSCBJgT4o_00,begSCBJgT4o,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/begSCBJgT4o_00.mp4,test
picek_pos_bsvWhFHgta8_00,bsvWhFHgta8,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/bsvWhFHgta8_00.mp4,test
picek_neg_bsvWhFHgta8_00,bsvWhFHgta8,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/bsvWhFHgta8_00.mp4,test
picek_pos_bwW_wL4TwZg_2_00,bwW_wL4TwZg,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/bwW_wL4TwZg_2_00.mp4,test
picek_neg_bwW_wL4TwZg_2_00,bwW_wL4TwZg,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/bwW_wL4TwZg_2_00.mp4,test
picek_pos_bys_qghQe0w_00,bys_qghQe0w,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/bys_qghQe0w_00.mp4,test
picek_neg_bys_qghQe0w_00,bys_qghQe0w,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/bys_qghQe0w_00.mp4,test
picek_pos_bzNkUstnRMM_00,bzNkUstnRMM,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/bzNkUstnRMM_00.mp4,test
picek_neg_bzNkUstnRMM_00,bzNkUstnRMM,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/bzNkUstnRMM_00.mp4,test
picek_pos_c-nmxpXGBaA_00,c-nmxpXGBaA,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/c-nmxpXGBaA_00.mp4,test
picek_neg_c-nmxpXGBaA_00,c-nmxpXGBaA,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/c-nmxpXGBaA_00.mp4,test
picek_pos_cFpwh4gBvDc_00,cFpwh4gBvDc,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/cFpwh4gBvDc_00.mp4,test
picek_neg_cFpwh4gBvDc_00,cFpwh4gBvDc,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/cFpwh4gBvDc_00.mp4,test
picek_pos_cHJRsctghpY_00,cHJRsctghpY,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/cHJRsctghpY_00.mp4,test
picek_neg_cHJRsctghpY_00,cHJRsctghpY,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/cHJRsctghpY_00.mp4,test
picek_pos_c_u8oPMBGEI_00,c_u8oPMBGEI,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/c_u8oPMBGEI_00.mp4,test
picek_neg_c_u8oPMBGEI_00,c_u8oPMBGEI,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/c_u8oPMBGEI_00.mp4,test
picek_pos_d0uvO8FDM6U_00,d0uvO8FDM6U,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/d0uvO8FDM6U_00.mp4,test
picek_neg_d0uvO8FDM6U_00,d0uvO8FDM6U,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/d0uvO8FDM6U_00.mp4,test
picek_pos_dCV66Y9tV1s_00,dCV66Y9tV1s,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/dCV66Y9tV1s_00.mp4,test
picek_neg_dCV66Y9tV1s_00,dCV66Y9tV1s,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/dCV66Y9tV1s_00.mp4,test
picek_pos_dO_jtPluv5Q_00,dO_jtPluv5Q,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/dO_jtPluv5Q_00.mp4,test
picek_neg_dO_jtPluv5Q_00,dO_jtPluv5Q,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/dO_jtPluv5Q_00.mp4,test
picek_pos_eQ8yX8V88l8_00,eQ8yX8V88l8,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/eQ8yX8V88l8_00.mp4,test
picek_neg_eQ8yX8V88l8_00,eQ8yX8V88l8,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/eQ8yX8V88l8_00.mp4,test
picek_pos_eTF4L0hxKtI_00,eTF4L0hxKtI,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/eTF4L0hxKtI_00.mp4,test
picek_neg_eTF4L0hxKtI_00,eTF4L0hxKtI,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/eTF4L0hxKtI_00.mp4,test
picek_pos_eUAbFjZa1MI_00,eUAbFjZa1MI,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/eUAbFjZa1MI_00.mp4,test
picek_neg_eUAbFjZa1MI_00,eUAbFjZa1MI,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/eUAbFjZa1MI_00.mp4,test
picek_pos_e__4RhcKov4_00,e__4RhcKov4,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/e__4RhcKov4_00.mp4,test
picek_neg_e__4RhcKov4_00,e__4RhcKov4,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/e__4RhcKov4_00.mp4,test
picek_pos_ebEA6IpCT5w_00,ebEA6IpCT5w,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/ebEA6IpCT5w_00.mp4,test
